time,h_wspd_1,h_wspd_2,h_wspd_3,h_wspd_4,h_wspd_5,h_wspd_6,h_wdir_1,h_wdir_2,h_wdir_3,h_wdir_4,h_wdir_5,h_wdir_6,file_date,avg_pressure,avg_temp,avg_humidity,avg_dew_point
16,7.07,7.29,7.25,7.27,7.32,6.28,-144.83,-143.60,-141.91,-141.10,-140.54,-135.79,2015-06-01,1018.95,21.60,94.75,20.70
17,8.17,8.49,8.30,7.98,7.74,6.53,-150.48,-149.71,-149.27,-149.39,-149.31,-146.08,2015-06-01,1018.65,21.98,92.98,20.80
18,8.32,8.78,8.77,8.48,8.10,6.85,-154.69,-152.14,-150.59,-149.88,-149.57,-148.00,2015-06-01,1018.32,22.22,92.15,20.88
19,8.93,9.41,9.42,9.21,8.91,7.37,-170.31,-167.57,-164.84,-162.47,-159.74,-154.71,2015-06-01,1017.75,22.35,92.90,21.13
20,9.74,10.64,11.02,10.98,10.39,8.46,-175.29,-173.94,-172.18,-170.88,-169.91,-166.92,2015-06-01,1017.13,22.50,92.78,21.27
21,9.85,10.86,11.34,11.49,10.99,9.04,-126.62,-173.57,-174.01,-172.34,-170.74,-166.78,2015-06-01,1016.39,22.45,92.98,21.27
22,10.35,11.28,11.83,12.13,11.80,9.79,-125.21,-149.83,-162.53,-174.31,-172.64,-169.24,2015-06-01,1015.99,22.63,91.35,21.15
23,11.41,12.32,12.91,13.23,13.01,10.96,-115.18,-150.19,-156.22,-176.23,-175.02,-172.86,2015-06-01,1015.72,22.77,89.93,21.03
24,10.99,11.88,12.47,12.81,12.69,10.76,-177.52,-176.34,-175.30,-174.55,-173.75,-173.17,2015-06-01,1016.01,22.65,90.23,20.97
1,10.77,11.71,12.36,12.71,12.50,10.57,-170.65,-169.55,-168.72,-168.35,-168.38,-168.41,2015-06-02,1016.16,22.52,89.64,20.74
2,10.59,11.55,12.19,12.47,12.11,10.08,-165.03,-163.77,-162.99,-162.69,-162.96,-163.49,2015-06-02,1016.64,22.33,90.52,20.68
3,10.22,11.13,11.71,11.99,11.76,10.45,-160.07,-158.23,-156.82,-155.76,-155.43,-154.05,2015-06-02,1016.95,22.23,91.58,20.82
4,9.61,10.41,10.88,11.09,10.78,9.30,-147.51,-145.48,-144.10,-143.02,-143.22,-144.41,2015-06-02,1017.46,22.03,93.18,20.88
5,9.63,10.45,10.70,10.68,10.27,8.81,-146.30,-144.78,-144.45,-143.15,-143.34,-144.44,2015-06-02,1017.17,21.78,92.68,20.55
6,4.75,5.14,5.29,5.29,5.11,4.80,-72.24,-77.34,-81.65,-87.36,-94.80,-106.77,2015-06-02,1017.44,21.77,88.90,19.82
7,2.58,2.39,2.03,1.44,1.00,1.31,21.21,20.44,21.36,18.29,-10.70,-116.82,2015-06-02,1017.27,20.87,89.70,19.12
8,2.48,2.36,2.32,2.25,2.53,3.00,106.33,112.83,123.36,139.61,130.14,-108.15,2015-06-02,1016.78,20.63,91.58,19.20
9,3.61,3.76,3.90,4.14,4.65,5.05,154.49,149.61,148.33,137.37,-169.60,-158.98,2015-06-02,1016.37,20.48,93.52,19.40
10,5.00,5.38,5.63,5.85,6.22,6.39,46.85,-55.17,-98.91,-167.58,-156.23,-142.92,2015-06-02,1015.89,20.68,94.48,19.75
11,6.10,6.61,6.99,7.02,6.87,6.54,-152.68,-150.07,-146.92,-140.40,-130.61,-117.47,2015-06-02,1015.81,20.87,96.12,20.25
12,7.40,7.84,8.13,8.09,7.84,7.06,-146.15,-142.99,-139.49,-135.53,-130.96,-125.15,2015-06-02,1015.91,21.22,95.87,20.53
13,7.89,8.24,8.39,8.33,8.21,7.95,-143.36,-138.74,-134.71,-132.14,-130.11,-129.32,2015-06-02,1016.26,21.45,94.80,20.60
14,8.53,8.85,8.85,8.66,8.40,8.05,-146.34,-142.51,-138.79,-137.03,-135.63,-134.52,2015-06-02,1016.37,21.37,94.97,20.53
15,8.46,8.99,9.15,8.99,8.61,8.06,-145.51,-142.55,-139.16,-137.51,-136.64,-133.81,2015-06-02,1016.33,21.65,94.65,20.73
16,7.86,8.38,8.47,8.40,8.25,7.71,-141.97,-139.97,-137.29,-135.16,-133.79,-130.64,2015-06-02,1016.61,21.92,93.78,20.87
17,6.60,6.75,6.68,6.54,6.37,5.95,-152.81,-149.17,-146.60,-144.99,-143.50,-140.82,2015-06-02,1016.35,22.07,94.10,21.12
18,6.63,6.92,6.94,6.73,6.33,5.60,-170.02,-167.09,-164.51,-163.07,-162.51,-160.96,2015-06-02,1015.95,22.43,93.65,21.37
19,5.16,5.68,6.14,6.59,6.76,6.44,138.78,42.22,-174.59,-172.83,-170.62,-167.95,2015-06-02,1015.65,22.70,94.05,21.68
20,4.55,4.62,4.64,4.57,4.45,4.25,-35.10,-75.05,-93.97,-90.60,-92.49,-92.64,2015-06-02,1015.76,22.13,91.37,20.63
21,4.17,4.34,4.03,3.32,3.25,2.33,-49.73,-50.89,-51.07,-46.35,-58.99,-62.68,2015-06-02,1015.84,20.52,90.70,18.95
22,1.93,1.64,2.87,0.91,0.77,0.43,-27.03,-22.57,3.50,23.12,2.93,16.83,2015-06-02,1015.83,19.68,94.42,18.75
23,2.48,3.50,5.25,13.34,13.85,14.90,-48.11,-14.73,-20.58,18.12,56.29,60.69,2015-06-02,1015.52,20.38,95.70,19.68
24,6.93,6.10,6.41,6.37,5.86,4.48,20.99,27.86,27.73,23.02,20.06,19.37,2015-06-02,1015.20,21.05,97.13,20.62
1,8.24,7.59,6.45,5.85,7.25,7.85,27.52,31.30,46.55,40.49,32.75,30.16,2015-06-03,1015.24,20.82,97.70,20.43
2,8.32,6.88,4.93,5.54,7.41,7.73,26.48,31.39,58.59,44.08,33.08,31.83,2015-06-03,1016.13,20.47,97.63,20.07
3,8.73,6.80,6.75,6.78,8.19,7.92,29.88,37.51,42.23,40.24,36.56,38.12,2015-06-03,1016.50,20.43,97.93,20.10
4,8.17,5.10,6.58,7.02,8.13,7.50,34.44,48.71,45.71,41.82,39.32,40.59,2015-06-03,1016.49,20.50,98.28,20.22
5,5.23,6.21,7.10,7.87,7.34,5.24,55.92,54.12,51.64,51.05,52.75,54.03,2015-06-03,1016.37,20.50,98.90,20.32
6,5.84,6.64,7.56,8.10,7.51,4.56,27.21,26.86,28.20,29.16,31.10,39.19,2015-06-03,1016.31,20.55,99.63,20.48
7,5.84,7.39,8.44,9.13,8.54,5.46,17.94,20.81,23.09,25.26,25.28,30.72,2015-06-03,1016.08,20.22,100.00,20.22
8,7.65,8.53,8.95,8.76,7.44,3.61,35.15,35.79,38.27,40.98,38.40,73.38,2015-06-03,1015.88,20.20,100.00,20.20
9,7.59,7.55,7.10,6.24,3.50,0.72,37.51,39.52,43.34,43.47,61.00,19.58,2015-06-03,1015.66,20.25,100.00,20.25
10,6.97,7.56,7.24,6.76,5.87,1.33,9.69,12.93,16.02,17.27,13.04,43.82,2015-06-03,1015.94,20.17,100.00,20.17
11,9.07,8.93,9.00,9.30,8.77,4.80,-8.19,-5.88,-2.56,1.38,0.95,7.27,2015-06-03,1016.14,19.43,100.00,19.43
12,10.39,10.45,10.63,10.70,9.94,9.39,1.62,4.11,6.63,8.04,8.08,12.27,2015-06-03,1016.46,19.50,99.90,19.48
13,8.74,8.88,8.64,8.17,7.14,5.84,23.87,27.38,30.68,33.91,34.10,33.42,2015-06-03,1016.99,20.08,97.37,19.63
14,7.24,7.05,6.56,6.85,7.38,7.39,27.85,34.14,41.47,41.92,39.13,41.27,2015-06-03,1017.48,20.62,98.33,20.37
15,7.69,7.31,7.06,7.75,7.51,6.16,27.03,32.89,34.67,36.02,37.15,45.40,2015-06-03,1017.63,20.63,99.08,20.45
16,7.42,7.81,8.22,8.61,8.18,6.31,26.77,30.93,30.19,31.37,34.04,41.87,2015-06-03,1018.04,20.27,99.97,20.25
17,7.71,7.26,7.40,7.29,7.12,6.60,29.80,35.30,38.56,42.85,46.21,52.63,2015-06-03,1018.20,20.52,99.63,20.45
18,7.78,7.08,6.99,6.30,5.94,5.31,34.19,37.34,39.75,41.90,43.19,49.97,2015-06-03,1017.95,21.03,97.73,20.68
19,8.42,8.40,9.88,9.05,8.28,7.03,30.95,38.78,43.00,41.32,39.27,40.38,2015-06-03,1017.60,20.82,98.05,20.47
20,7.54,8.02,8.26,7.95,7.41,6.23,39.96,39.43,39.84,40.77,41.60,42.55,2015-06-03,1017.59,20.47,98.27,20.20
21,8.31,8.77,9.63,9.72,9.25,9.23,57.46,59.26,59.34,60.56,62.28,64.98,2015-06-03,1017.46,20.85,97.17,20.38
22,10.09,10.43,11.19,11.10,10.87,10.85,71.67,72.50,72.54,73.75,74.00,76.78,2015-06-03,1017.04,21.10,95.43,20.33
23,9.40,9.69,9.84,9.97,10.16,10.35,83.15,83.64,84.42,84.97,84.22,85.85,2015-06-03,1016.88,21.10,95.40,20.33
24,9.90,10.17,10.77,10.60,10.76,10.86,82.28,82.66,83.03,83.52,82.38,84.31,2015-06-03,1017.09,21.05,95.48,20.30
1,9.19,9.44,10.80,10.46,10.06,10.19,81.24,81.85,82.44,83.00,81.81,84.13,2015-06-04,1017.58,21.00,95.41,20.21
2,9.35,9.58,10.75,10.48,10.22,10.29,83.00,83.68,84.40,84.88,83.50,85.52,2015-06-04,1017.99,21.00,95.38,20.23
3,9.51,9.78,10.90,10.84,10.64,10.40,80.94,81.75,82.96,83.18,82.16,83.93,2015-06-04,1018.27,20.95,95.83,20.28
4,8.87,7.17,7.00,9.63,10.66,10.46,68.15,71.73,70.43,71.21,71.78,70.61,2015-06-04,1018.32,20.62,97.60,20.18
5,6.77,7.23,7.23,7.24,9.01,9.06,57.56,58.70,59.58,61.28,57.84,54.63,2015-06-04,1018.25,20.35,99.35,20.25
6,8.11,7.54,9.19,8.63,10.16,9.67,60.44,64.92,61.27,63.37,60.00,56.16,2015-06-04,1017.97,20.25,99.32,20.13
7,5.79,6.54,7.67,9.87,10.77,8.63,71.38,64.30,63.24,56.97,54.21,57.98,2015-06-04,1017.71,20.05,99.87,20.03
8,5.48,5.69,5.56,6.84,8.24,8.28,53.90,54.92,60.60,54.80,49.96,48.78,2015-06-04,1017.77,20.10,99.88,20.05
9,9.21,6.70,6.42,8.02,9.89,9.58,63.59,74.09,79.10,73.64,67.49,66.02,2015-06-04,1017.51,20.35,99.43,20.27
10,8.66,8.20,7.26,8.58,9.03,10.59,78.75,83.89,92.96,87.27,85.39,80.84,2015-06-04,1017.36,20.62,99.43,20.50
11,8.33,8.82,7.27,7.41,8.15,9.85,71.20,73.14,79.33,81.79,81.46,76.14,2015-06-04,1017.62,20.83,98.50,20.60
12,9.04,10.52,7.26,7.92,7.55,10.90,89.56,89.59,98.60,100.18,102.95,92.86,2015-06-04,1017.91,21.00,97.95,20.65
13,9.21,10.56,8.47,7.74,8.50,10.38,97.75,98.90,105.97,109.87,108.51,103.68,2015-06-04,1018.03,21.15,97.72,20.78
14,9.52,9.09,9.16,9.54,10.25,9.32,99.74,104.30,107.35,108.39,108.60,110.55,2015-06-04,1017.98,21.18,98.12,20.83
15,7.71,8.04,8.32,8.32,7.86,6.52,104.92,108.92,112.39,114.96,117.60,121.63,2015-06-04,1017.78,21.26,98.42,20.98
16,5.97,6.82,6.83,6.58,6.03,4.86,121.95,127.35,129.52,130.14,128.74,125.65,2015-06-04,1018.10,21.38,98.00,21.05
17,4.05,4.45,4.77,5.15,5.48,5.86,128.05,126.90,117.95,117.42,116.79,110.71,2015-06-04,1018.37,21.47,96.75,20.93
18,3.34,3.33,3.31,3.64,3.92,4.28,114.31,117.68,112.18,115.80,118.82,118.45,2015-06-04,1018.43,21.65,95.33,20.88
19,4.33,4.48,4.55,4.70,4.74,4.64,87.37,92.13,85.85,87.80,89.86,84.38,2015-06-04,1018.14,21.80,93.43,20.68
20,5.41,5.56,5.78,5.88,5.80,5.63,72.57,85.89,85.88,88.29,90.88,87.64,2015-06-04,1018.07,21.47,95.30,20.68
21,4.72,4.64,4.76,4.80,4.73,4.74,73.41,83.01,86.46,88.96,90.88,90.46,2015-06-04,1017.75,21.53,95.00,20.72
22,4.81,4.31,4.20,4.31,4.30,4.26,59.68,68.87,75.56,78.82,80.03,79.21,2015-06-04,1017.69,21.48,96.65,20.95
23,7.16,6.92,6.50,5.94,5.64,4.95,32.75,36.17,43.44,50.38,55.78,63.35,2015-06-04,1017.12,20.80,98.05,20.48
24,7.38,7.57,7.93,7.29,5.91,3.76,35.20,37.10,39.55,43.41,43.73,51.38,2015-06-04,1017.10,20.12,99.07,19.95
1,6.54,4.85,5.91,6.76,7.08,4.55,31.20,36.85,36.15,38.06,40.75,53.53,2015-06-05,1017.48,20.14,99.30,20.02
2,4.63,5.48,6.32,7.03,6.26,2.61,31.77,33.89,36.23,37.57,38.51,68.47,2015-06-05,1017.33,19.78,99.55,19.72
3,6.53,5.48,5.64,5.78,5.39,3.61,24.80,32.50,33.99,35.48,34.70,53.49,2015-06-05,1017.69,20.02,99.25,19.90
4,6.94,6.21,6.77,6.69,4.44,0.48,22.76,25.28,25.37,18.35,51.99,28.88,2015-06-05,1017.50,19.30,99.43,19.22
5,6.00,5.42,5.20,1.90,0.72,0.00,14.17,14.90,13.26,-7.56,57.70,0.00,2015-06-05,1017.21,19.03,100.00,19.03
6,7.08,6.35,5.98,2.22,1.14,0.00,20.16,20.72,17.64,-2.02,70.55,0.00,2015-06-05,1016.75,18.98,100.00,18.98
7,6.28,5.46,4.85,2.14,1.50,0.41,16.89,17.67,14.69,8.50,80.20,-1.50,2015-06-05,1016.24,19.05,100.00,19.05
8,4.67,4.34,4.02,2.50,2.30,0.05,5.64,7.43,8.26,-26.37,65.93,-1.03,2015-06-05,1016.16,19.33,100.00,19.33
9,4.23,3.66,3.31,3.13,2.72,1.44,-12.04,-7.56,-2.11,-3.10,-2.49,-37.30,2015-06-05,1015.75,19.33,100.00,19.33
10,4.92,4.86,4.59,3.76,2.81,0.99,-17.52,-15.75,-12.99,-14.95,-35.72,-69.97,2015-06-05,1015.77,19.03,100.00,19.03
11,4.76,5.87,6.49,6.34,5.18,1.60,-14.24,-9.92,-7.53,-9.74,-22.55,-74.29,2015-06-05,1016.06,18.73,100.00,18.73
12,6.34,6.60,6.51,5.68,3.65,1.41,-11.38,-10.86,-12.16,-26.87,-43.70,-51.27,2015-06-05,1015.90,18.78,100.00,18.78
13,6.13,6.57,6.88,6.25,5.19,3.17,-8.33,-7.21,-6.72,-14.01,-32.53,-52.18,2015-06-05,1015.80,18.70,100.00,18.70
14,4.91,5.98,7.43,7.85,6.71,0.63,-7.73,-4.33,-1.39,-1.18,-13.42,-32.18,2015-06-05,1016.19,18.25,100.00,18.25
15,3.06,2.45,5.52,7.91,8.75,4.09,-13.33,6.36,4.73,5.13,2.14,-7.91,2015-06-05,1016.12,17.87,100.00,17.87
16,8.70,7.58,6.19,4.31,6.98,9.02,-9.21,-6.37,-0.36,-2.07,-1.74,-2.27,2015-06-05,1016.15,17.70,99.67,17.65
17,7.98,8.43,7.90,5.25,5.33,7.64,-11.10,-8.71,-6.99,-6.22,-7.76,-6.11,2015-06-05,1016.18,17.77,97.10,17.32
18,8.10,8.43,8.60,8.76,7.38,6.42,-16.41,-12.20,-11.08,-11.65,-12.07,-9.19,2015-06-05,1015.62,17.62,95.45,16.88
19,7.42,7.90,8.20,8.15,8.01,8.45,-5.14,-0.28,1.06,-0.11,-0.18,2.93,2015-06-05,1014.95,17.65,94.63,16.80
20,6.64,7.29,7.66,7.27,6.90,8.52,-11.14,-5.98,-3.70,-3.99,-1.60,0.58,2015-06-05,1014.78,17.53,95.68,16.83
21,6.29,6.96,7.59,7.55,7.30,7.87,-16.09,-9.33,-5.90,-8.94,-12.57,-6.10,2015-06-05,1014.55,17.52,95.25,16.75
22,6.46,7.21,7.69,7.66,7.50,7.51,-7.37,-2.19,0.57,-1.98,-4.90,-5.76,2015-06-05,1014.21,17.62,94.45,16.68
23,7.19,7.79,8.08,7.93,7.86,8.16,10.69,13.16,14.46,12.95,11.04,10.26,2015-06-05,1013.63,17.38,95.05,16.60
24,6.05,6.58,6.98,7.22,7.21,7.25,8.57,10.60,12.76,11.35,8.13,6.43,2015-06-05,1013.36,17.42,95.43,16.70
1,4.81,5.53,5.98,5.66,5.66,5.85,-15.73,-12.49,-8.28,-9.84,-12.70,-15.88,2015-06-06,1013.13,17.73,94.64,16.88
2,5.45,5.63,5.76,5.78,6.30,6.52,-32.95,-30.45,-26.02,-27.78,-27.39,-28.54,2015-06-06,1013.35,17.82,95.18,17.03
3,4.99,4.85,4.73,5.17,5.31,5.29,-22.48,-20.58,-20.99,-16.77,-16.50,-19.17,2015-06-06,1013.56,17.70,96.37,17.10
4,4.65,4.22,4.14,4.96,5.11,4.90,-24.69,-28.77,-31.01,-23.30,-25.72,-35.65,2015-06-06,1012.94,17.30,99.00,17.13
5,3.32,3.65,3.58,3.73,4.24,4.54,-38.08,-32.55,-33.34,-36.00,-34.36,-38.74,2015-06-06,1012.70,17.47,98.67,17.25
6,3.49,3.20,2.79,3.79,4.01,3.84,-31.84,-29.42,-24.89,-28.88,-30.59,-42.31,2015-06-06,1012.70,17.48,98.80,17.27
7,3.42,2.73,3.24,4.00,3.70,2.79,-21.81,-17.63,-17.88,-19.66,-24.54,-48.86,2015-06-06,1012.41,17.50,99.57,17.43
8,3.47,3.16,4.05,4.53,4.18,2.96,-25.12,-22.60,-22.09,-23.12,-28.67,-48.41,2015-06-06,1011.99,17.58,99.98,17.58
9,3.65,3.48,3.35,4.23,4.29,4.40,-37.57,-34.68,-32.48,-28.00,-29.10,-33.71,2015-06-06,1011.87,17.73,99.83,17.70
10,3.34,3.69,4.42,4.65,4.74,3.02,-45.52,-38.10,-34.72,-31.59,-35.45,-68.85,2015-06-06,1011.76,17.97,98.68,17.72
11,3.61,4.01,4.65,4.45,4.50,2.81,-67.63,-56.71,-51.52,-50.54,-51.10,-84.61,2015-06-06,1012.24,18.25,97.13,17.78
12,3.52,3.75,3.76,3.46,3.10,0.67,-73.24,-60.86,-52.55,-53.46,-60.39,-90.00,2015-06-06,1012.56,18.57,95.83,17.87
13,3.32,3.74,3.90,3.47,2.51,1.25,-68.84,-54.95,-45.43,-47.84,-63.26,-69.64,2015-06-06,1012.85,18.70,95.35,17.93
14,3.35,3.96,4.77,4.45,4.17,3.76,-38.03,-32.18,-28.55,-34.32,-42.28,-41.98,2015-06-06,1012.63,19.00,93.47,17.93
15,3.98,4.26,4.34,4.60,4.35,4.51,-34.56,-36.84,-40.06,-41.01,-47.89,-44.57,2015-06-06,1012.69,19.27,91.67,17.90
16,4.12,4.48,4.88,5.36,5.51,5.53,-43.80,-47.51,-50.03,-49.01,-49.96,-45.50,2015-06-06,1013.19,19.47,91.45,18.07
17,3.01,3.29,3.30,4.09,4.30,4.42,-41.53,-45.04,-54.52,-42.90,-39.70,-30.16,2015-06-06,1013.18,19.73,91.87,18.38
18,2.85,3.07,3.15,3.66,3.97,4.45,-34.71,-33.69,-34.83,-29.55,-27.03,-22.67,2015-06-06,1013.46,20.20,90.57,18.62
19,4.31,4.59,5.56,5.14,5.06,4.69,-15.20,-15.77,-14.47,-15.61,-15.54,-13.90,2015-06-06,1013.50,20.60,88.25,18.60
20,2.86,3.14,3.41,3.59,3.63,3.73,-29.71,-26.98,-25.32,-24.80,-24.65,-21.49,2015-06-06,1013.05,21.02,86.30,18.67
21,2.82,3.08,3.32,3.53,3.62,3.81,-19.27,-19.13,-18.92,-19.67,-21.65,-20.21,2015-06-06,1013.04,21.40,86.07,18.95
22,3.44,3.72,3.92,4.10,4.15,4.17,1.92,1.13,-0.82,-2.96,-4.55,-1.41,2015-06-06,1013.64,21.62,85.62,19.12
23,9.34,9.47,9.58,9.32,8.66,10.19,25.42,29.15,72.49,36.56,31.43,11.55,2015-06-06,1013.64,19.57,80.35,16.03
24,9.30,9.68,9.99,10.01,9.64,8.60,27.46,42.78,40.78,42.34,12.28,5.20,2015-06-06,1013.75,19.82,85.88,17.37
1,6.92,7.68,8.16,8.26,7.48,5.09,27.28,29.71,32.32,32.57,26.76,49.80,2015-06-07,1014.86,19.10,91.48,17.69
2,5.09,5.76,6.34,6.28,6.00,4.75,22.20,25.77,29.26,29.03,23.85,37.92,2015-06-07,1015.71,18.93,90.07,17.28
3,6.51,6.86,6.99,6.83,6.53,5.82,19.67,21.28,23.42,22.73,19.11,14.92,2015-06-07,1016.19,18.77,89.83,17.08
4,6.77,7.12,7.29,7.18,6.63,5.93,34.42,36.00,37.72,37.36,32.47,27.71,2015-06-07,1016.74,18.62,89.80,16.88
5,7.07,7.50,7.67,7.60,6.84,5.92,46.33,48.20,50.13,49.88,44.48,37.28,2015-06-07,1017.09,18.77,89.48,17.00
6,5.69,6.16,6.50,6.49,6.01,5.19,37.41,39.88,42.39,42.87,39.04,31.65,2015-06-07,1017.21,18.80,90.10,17.18
7,4.52,5.09,5.55,5.56,5.03,3.97,41.27,44.53,47.67,48.53,43.44,38.37,2015-06-07,1017.42,18.95,91.05,17.47
8,2.71,3.48,4.18,4.35,3.54,2.26,44.51,51.26,56.49,58.34,46.52,87.65,2015-06-07,1017.51,19.00,92.05,17.68
9,1.31,2.20,2.99,2.83,2.53,1.31,20.01,39.57,47.61,46.96,28.35,82.24,2015-06-07,1017.85,19.13,89.93,17.45
